epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
94,4578.67,0.43622,0.82066,0.55472,0.92233,0,0.424,0.25987,0.24628,0.19989,0.42619,0.26453,0.25277,0.19379,0.83394,1.92657,2.41542,1.28409,0,3.59166e-05,3.59166e-05,3.59166e-05
95,4627.08,0.43657,0.81649,0.55541,0.92566,0,0.45085,0.25066,0.24317,0.1966,0.45366,0.25359,0.24678,0.18897,0.83349,1.91054,2.47444,1.284,0,3.53028e-05,3.53028e-05,3.53028e-05
96,4675.48,0.42374,0.78791,0.51843,0.91861,0,0.37148,0.27971,0.25376,0.20563,0.38756,0.28366,0.25852,0.19906,0.82005,1.9145,2.40414,1.2709,0,3.4689e-05,3.4689e-05,3.4689e-05
97,4723.8,0.4302,0.8225,0.54673,0.92678,0,0.43472,0.26153,0.24824,0.19991,0.43393,0.26267,0.25057,0.19309,0.82797,1.93287,2.4346,1.27834,0,3.40752e-05,3.40752e-05,3.40752e-05
98,4772.3,0.42402,0.77875,0.53342,0.91655,0,0.38251,0.26434,0.24367,0.19587,0.39376,0.26418,0.24771,0.18945,0.82724,1.93778,2.44929,1.28205,0,3.34614e-05,3.34614e-05,3.34614e-05
99,4820.9,0.4266,0.80538,0.54423,0.92272,0,0.43153,0.26048,0.24589,0.19554,0.43447,0.26491,0.24938,0.1911,0.82906,1.88212,2.37981,1.2764,0,3.28476e-05,3.28476e-05,3.28476e-05
100,4869.29,0.42704,0.80082,0.53031,0.92379,0,0.45578,0.23667,0.24596,0.19731,0.46314,0.2393,0.25146,0.19084,0.82064,1.89706,2.39283,1.27851,0,3.22338e-05,3.22338e-05,3.22338e-05
101,4917.81,0.41998,0.78354,0.52559,0.91278,0,0.49151,0.23032,0.24311,0.198,0.50231,0.23549,0.24989,0.19009,0.8334,1.91605,2.4367,1.28416,0,3.162e-05,3.162e-05,3.162e-05
102,4966.19,0.42369,0.79137,0.52541,0.91942,0,0.42072,0.26588,0.24649,0.20061,0.42812,0.27409,0.25373,0.19343,0.8276,1.89078,2.42821,1.28504,0,3.10062e-05,3.10062e-05,3.10062e-05
103,5014.61,0.41371,0.78783,0.52309,0.91558,0,0.46376,0.24592,0.2444,0.19841,0.46898,0.24874,0.24958,0.19147,0.82596,1.93655,2.42807,1.28451,0,3.03924e-05,3.03924e-05,3.03924e-05
104,5063.04,0.42802,0.80325,0.53418,0.92261,0,0.41378,0.25492,0.24878,0.20009,0.41552,0.26039,0.254,0.19354,0.81802,1.89688,2.39325,1.27098,0,2.97786e-05,2.97786e-05,2.97786e-05
105,5111.41,0.41804,0.79443,0.52429,0.91714,0,0.40594,0.25965,0.24762,0.19958,0.41099,0.2643,0.25261,0.19341,0.82268,1.91244,2.41247,1.27232,0,2.91648e-05,2.91648e-05,2.91648e-05
106,5159.71,0.42099,0.7843,0.52083,0.92433,0,0.39264,0.26096,0.24595,0.19852,0.3958,0.26509,0.24848,0.19138,0.8194,1.92817,2.42191,1.27766,0,2.8551e-05,2.8551e-05,2.8551e-05
107,5208.08,0.41535,0.77796,0.50876,0.9152,0,0.41479,0.25759,0.24309,0.1973,0.41716,0.26208,0.24625,0.19192,0.82317,1.90825,2.43993,1.27421,0,2.79372e-05,2.79372e-05,2.79372e-05
108,5256.51,0.41707,0.77817,0.49776,0.91418,0,0.42414,0.24823,0.24489,0.1958,0.4249,0.24873,0.24482,0.18915,0.8319,1.96609,2.45148,1.28523,0,2.73234e-05,2.73234e-05,2.73234e-05
109,5304.75,0.4154,0.78046,0.5054,0.91477,0,0.41369,0.26204,0.24723,0.20052,0.41563,0.26613,0.25159,0.19331,0.82014,1.95496,2.41114,1.27367,0,2.67096e-05,2.67096e-05,2.67096e-05
