epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
110,5353.08,0.41952,0.7713,0.50839,0.91551,0,0.42745,0.25701,0.25259,0.20191,0.41812,0.25357,0.25364,0.195,0.82528,1.92617,2.40914,1.27267,0,2.60958e-05,2.60958e-05,2.60958e-05
111,5401.37,0.41268,0.76562,0.51035,0.91202,0,0.38226,0.27003,0.25219,0.20167,0.38917,0.26773,0.25369,0.19478,0.82674,1.92494,2.39198,1.27943,0,2.5482e-05,2.5482e-05,2.5482e-05
112,5449.74,0.41973,0.77864,0.50224,0.91197,0,0.39543,0.26209,0.25699,0.20504,0.45751,0.24678,0.25747,0.1978,0.83206,1.91897,2.4162,1.2835,0,2.48682e-05,2.48682e-05,2.48682e-05
113,5498.14,0.40703,0.75374,0.48289,0.9095,0,0.36967,0.26339,0.2474,0.19861,0.37494,0.26713,0.25061,0.1926,0.83233,1.94965,2.47495,1.28882,0,2.42544e-05,2.42544e-05,2.42544e-05
114,5546.5,0.41612,0.77467,0.50029,0.91479,0,0.38474,0.26915,0.25064,0.20112,0.40143,0.269,0.25464,0.19442,0.8305,1.97352,2.46005,1.28135,0,2.36406e-05,2.36406e-05,2.36406e-05
115,5595.02,0.40979,0.77505,0.50078,0.91106,0,0.39409,0.26268,0.25077,0.20229,0.39855,0.2662,0.25413,0.19386,0.82215,1.96423,2.45029,1.2733,0,2.30268e-05,2.30268e-05,2.30268e-05
116,5643.4,0.41603,0.78626,0.50678,0.91381,0,0.43462,0.26282,0.25147,0.20382,0.43855,0.26782,0.25553,0.19573,0.81994,1.90077,2.4263,1.27228,0,2.2413e-05,2.2413e-05,2.2413e-05
117,5691.71,0.40902,0.78531,0.4916,0.91166,0,0.40677,0.26505,0.24786,0.20021,0.41054,0.27147,0.25065,0.1925,0.82941,1.90731,2.41517,1.28273,0,2.17992e-05,2.17992e-05,2.17992e-05
118,5739.95,0.4161,0.7903,0.50996,0.91513,0,0.52858,0.23194,0.24913,0.20042,0.5166,0.23671,0.25372,0.1948,0.82676,1.92884,2.45131,1.28696,0,2.11854e-05,2.11854e-05,2.11854e-05
119,5788.3,0.41792,0.78202,0.50727,0.91594,0,0.48118,0.23573,0.25312,0.20353,0.4853,0.23896,0.259,0.19648,0.83294,1.93283,2.4452,1.29063,0,2.05716e-05,2.05716e-05,2.05716e-05
120,5836.58,0.39863,0.76716,0.48358,0.90472,0,0.37469,0.28243,0.25505,0.20109,0.37816,0.28602,0.25752,0.19535,0.82733,1.88872,2.41691,1.27852,0,1.99578e-05,1.99578e-05,1.99578e-05
121,5884.9,0.41095,0.77003,0.47591,0.90882,0,0.45287,0.24682,0.25657,0.2053,0.45481,0.25024,0.2612,0.19927,0.82444,1.92659,2.4117,1.28048,0,1.9344e-05,1.9344e-05,1.9344e-05
122,5933.44,0.41209,0.78661,0.50137,0.9131,0,0.44059,0.2643,0.25447,0.20188,0.44616,0.27118,0.25949,0.19686,0.82514,1.93516,2.3994,1.27625,0,1.87302e-05,1.87302e-05,1.87302e-05
123,5981.79,0.40464,0.76418,0.48224,0.91092,0,0.4505,0.25045,0.25688,0.20454,0.45502,0.25605,0.25889,0.19819,0.82543,1.91745,2.42565,1.27891,0,1.81164e-05,1.81164e-05,1.81164e-05
124,6030.05,0.40428,0.75148,0.46707,0.90778,0,0.46552,0.2539,0.25127,0.20372,0.4708,0.25908,0.25801,0.19679,0.82047,1.94543,2.42975,1.27795,0,1.75026e-05,1.75026e-05,1.75026e-05
125,6078.3,0.4022,0.75278,0.47676,0.90827,0,0.50173,0.24894,0.25448,0.20546,0.5068,0.25462,0.2607,0.19866,0.81566,1.9315,2.44003,1.26852,0,1.68888e-05,1.68888e-05,1.68888e-05
126,6126.78,0.39808,0.75677,0.46909,0.90609,0,0.45581,0.24585,0.25139,0.20236,0.47756,0.24659,0.25603,0.19528,0.82103,1.94793,2.43576,1.27788,0,1.6275e-05,1.6275e-05,1.6275e-05
127,6175.25,0.39522,0.74992,0.4668,0.90108,0,0.43518,0.25439,0.25266,0.20409,0.44034,0.25922,0.25769,0.19604,0.82288,1.97185,2.44932,1.27894,0,1.56612e-05,1.56612e-05,1.56612e-05
128,6223.52,0.40339,0.75761,0.46148,0.90988,0,0.45074,0.26257,0.25249,0.20562,0.45503,0.26699,0.25669,0.19826,0.81863,1.93088,2.43487,1.27057,0,1.50474e-05,1.50474e-05,1.50474e-05
129,6271.87,0.39367,0.75191,0.47113,0.90459,0,0.50577,0.24593,0.25017,0.20175,0.50911,0.24993,0.25615,0.19465,0.8157,1.94012,2.43651,1.27491,0,1.44336e-05,1.44336e-05,1.44336e-05
130,6320.09,0.40496,0.77723,0.48243,0.91253,0,0.46349,0.25661,0.24926,0.20235,0.4559,0.26186,0.25627,0.19425,0.82062,1.94898,2.4552,1.27812,0,1.38198e-05,1.38198e-05,1.38198e-05
131,6368.45,0.39884,0.74775,0.46879,0.91207,0,0.46818,0.25651,0.24782,0.19996,0.47188,0.2591,0.25296,0.19305,0.82096,1.93006,2.44093,1.27514,0,1.3206e-05,1.3206e-05,1.3206e-05
132,6416.61,0.38799,0.73965,0.45843,0.90317,0,0.44932,0.25202,0.2479,0.20088,0.45492,0.25587,0.25311,0.19338,0.83128,1.93949,2.46196,1.28705,0,1.25922e-05,1.25922e-05,1.25922e-05
133,6464.95,0.40705,0.75443,0.47339,0.90773,0,0.4609,0.2492,0.24979,0.20377,0.4678,0.25338,0.2562,0.19562,0.82638,1.95426,2.4543,1.28638,0,1.19784e-05,1.19784e-05,1.19784e-05
134,6513.35,0.40903,0.77584,0.47335,0.90883,0,0.45065,0.2562,0.25049,0.20283,0.48232,0.25371,0.25574,0.19541,0.81864,1.9221,2.4291,1.27207,0,1.13646e-05,1.13646e-05,1.13646e-05
135,6562.94,0.40558,0.76394,0.47453,0.90778,0,0.4259,0.26116,0.24729,0.19907,0.42953,0.2642,0.25143,0.19257,0.82126,1.93049,2.44545,1.27121,0,1.07508e-05,1.07508e-05,1.07508e-05
136,6611.6,0.40359,0.76952,0.4801,0.91183,0,0.45011,0.25036,0.24904,0.20088,0.46562,0.25382,0.25284,0.19356,0.82582,1.93877,2.45401,1.28005,0,1.0137e-05,1.0137e-05,1.0137e-05
137,6660.72,0.40283,0.7563,0.46716,0.90844,0,0.46593,0.24769,0.25338,0.20523,0.47339,0.25073,0.25785,0.19823,0.82456,1.9285,2.45351,1.27806,0,9.5232e-06,9.5232e-06,9.5232e-06
138,6710.16,0.39846,0.75489,0.45829,0.90791,0,0.47151,0.24599,0.2522,0.20477,0.47713,0.25002,0.25801,0.19782,0.82322,1.93076,2.45265,1.27787,0,8.9094e-06,8.9094e-06,8.9094e-06
139,6759.82,0.40011,0.75442,0.46565,0.90822,0,0.43635,0.2534,0.24887,0.20135,0.44385,0.25641,0.25545,0.19499,0.82558,1.93569,2.44942,1.28189,0,8.2956e-06,8.2956e-06,8.2956e-06
140,6809.01,0.39586,0.73513,0.46051,0.90916,0,0.44066,0.25207,0.25046,0.20204,0.46388,0.24885,0.25722,0.1957,0.82583,1.93986,2.47171,1.28227,0,7.6818e-06,7.6818e-06,7.6818e-06
141,6860.13,0.36793,0.70522,0.3954,0.89903,0,0.45049,0.2515,0.24898,0.19822,0.45426,0.25243,0.25245,0.19287,0.84557,2.0845,2.48102,1.30219,0,7.068e-06,7.068e-06,7.068e-06
142,6908.38,0.35798,0.67259,0.35658,0.89031,0,0.41449,0.26983,0.25272,0.19949,0.41511,0.27112,0.25301,0.19363,0.82788,2.03519,2.42597,1.28442,0,6.4542e-06,6.4542e-06,6.4542e-06
143,6956.52,0.34718,0.66951,0.34601,0.88078,0,0.44125,0.26752,0.25704,0.20341,0.44364,0.26723,0.25829,0.19688,0.82377,2.0114,2.42075,1.2798,0,5.8404e-06,5.8404e-06,5.8404e-06
144,7004.55,0.34524,0.64331,0.33257,0.87977,0,0.4439,0.27968,0.25893,0.20536,0.44511,0.28021,0.26073,0.19909,0.82402,2.01329,2.43096,1.27757,0,5.2266e-06,5.2266e-06,5.2266e-06
145,7052.75,0.34888,0.65336,0.34108,0.88421,0,0.45105,0.27357,0.25957,0.20698,0.45373,0.27514,0.262,0.20064,0.81897,1.99735,2.41991,1.27256,0,4.6128e-06,4.6128e-06,4.6128e-06
146,7100.73,0.34229,0.6486,0.33394,0.88436,0,0.45538,0.26781,0.25538,0.20411,0.45717,0.26888,0.2574,0.19706,0.82037,2.00699,2.41993,1.27795,0,3.999e-06,3.999e-06,3.999e-06
147,7148.93,0.33822,0.63233,0.31808,0.88218,0,0.4634,0.26402,0.25667,0.2055,0.46642,0.26608,0.26031,0.19891,0.82434,2.02764,2.43185,1.28366,0,3.3852e-06,3.3852e-06,3.3852e-06
148,7196.89,0.34671,0.65445,0.33692,0.88957,0,0.47428,0.25372,0.25601,0.20446,0.4784,0.25567,0.2593,0.19792,0.8258,2.01257,2.42397,1.28434,0,2.7714e-06,2.7714e-06,2.7714e-06
149,7244.81,0.33249,0.62899,0.31764,0.8793,0,0.47132,0.25552,0.25669,0.20327,0.4745,0.259,0.25827,0.19738,0.8245,2.01479,2.42542,1.28402,0,2.1576e-06,2.1576e-06,2.1576e-06
150,7292.5,0.33255,0.62904,0.31326,0.87791,0,0.46075,0.26473,0.2566,0.20421,0.4672,0.26434,0.25811,0.19759,0.82585,2.01593,2.42453,1.28556,0,1.5438e-06,1.5438e-06,1.5438e-06
