timestamp,seed,sample_size,val_size,epochs,best_box_map50,best_box_map50_95,best_mask_map50,best_mask_map50_95,promoted
2026-06-26T04:26:56.493146,466490,500,214,50,0.10415,0.08439,0.10142,0.0796,True
