timestamp,seed,sample_size,val_size,epochs,best_box_map50,best_box_map50_95,best_mask_map50,best_mask_map50_95,promoted
2026-06-26T03:27:14.940150,924436,500,214,50,0.11113,0.08947,0.11319,0.08531,True
