timestamp,seed,sample_size,val_size,epochs,best_box_map50,best_box_map50_95,best_mask_map50,best_mask_map50_95,promoted
2026-06-26T04:46:42.051293,712086,500,214,50,0.09185,0.07233,0.093,0.07023,True
