timestamp,seed,sample_size,val_size,epochs,best_box_map50,best_box_map50_95,best_mask_map50,best_mask_map50_95,promoted
2026-06-26T04:07:27.669705,408280,500,214,50,0.09738,0.07825,0.0989,0.07407,True
