epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
75,18159.4,0.48735,0.91301,0.67768,0.95268,0,0.44905,0.37796,0.35491,0.29301,0.44837,0.37743,0.35664,0.2787,0.70677,1.54459,1.71812,1.14328,0,2.48682e-05,2.48682e-05,2.48682e-05
76,18395.2,0.48736,0.92042,0.68167,0.95265,0,0.42615,0.38342,0.35765,0.29391,0.47798,0.36916,0.35799,0.2779,0.70815,1.54774,1.70446,1.14301,0,2.39475e-05,2.39475e-05,2.39475e-05
77,18630.3,0.48104,0.90729,0.67135,0.95068,0,0.43661,0.38744,0.35726,0.29367,0.44295,0.38033,0.35905,0.27905,0.71106,1.55732,1.71158,1.14776,0,2.30268e-05,2.30268e-05,2.30268e-05
78,18867,0.4865,0.90742,0.66782,0.952,0,0.43394,0.37745,0.35471,0.29064,0.43193,0.37814,0.35646,0.27696,0.70742,1.54735,1.71241,1.14526,0,2.21061e-05,2.21061e-05,2.21061e-05
79,19105.4,0.48138,0.90567,0.66101,0.94784,0,0.4325,0.38304,0.35576,0.29162,0.5158,0.33552,0.35598,0.27755,0.71177,1.54385,1.70224,1.14665,0,2.11854e-05,2.11854e-05,2.11854e-05
80,19343,0.48601,0.91635,0.66688,0.95324,0,0.4743,0.37112,0.35844,0.29408,0.47207,0.36923,0.35761,0.27933,0.70842,1.55137,1.71498,1.14309,0,2.02647e-05,2.02647e-05,2.02647e-05
81,19581,0.47985,0.90074,0.65204,0.94792,0,0.45926,0.37663,0.3583,0.29464,0.4559,0.37625,0.35876,0.28009,0.70687,1.53517,1.71193,1.14077,0,1.9344e-05,1.9344e-05,1.9344e-05
82,19818.6,0.47902,0.89895,0.64774,0.94847,0,0.48072,0.37219,0.36144,0.29746,0.47509,0.37059,0.36098,0.28277,0.70764,1.54875,1.71293,1.14446,0,1.84233e-05,1.84233e-05,1.84233e-05
83,20055.5,0.47123,0.89284,0.64044,0.94395,0,0.47598,0.37243,0.36245,0.29903,0.47601,0.37188,0.3631,0.28425,0.70405,1.54855,1.71171,1.14241,0,1.75026e-05,1.75026e-05,1.75026e-05
84,20291.4,0.47824,0.90376,0.64532,0.9451,0,0.47636,0.36895,0.36076,0.29576,0.47565,0.36723,0.36106,0.28095,0.70628,1.55019,1.70747,1.14429,0,1.65819e-05,1.65819e-05,1.65819e-05
85,20526.5,0.47058,0.88485,0.63056,0.94549,0,0.48318,0.3639,0.35674,0.29293,0.48293,0.36504,0.35898,0.27812,0.70721,1.55159,1.71688,1.14484,0,1.56612e-05,1.56612e-05,1.56612e-05
86,20761.3,0.47613,0.89017,0.6391,0.94773,0,0.44376,0.38481,0.35838,0.29389,0.44352,0.379,0.35893,0.27874,0.70481,1.55309,1.71309,1.14354,0,1.47405e-05,1.47405e-05,1.47405e-05
87,20997.4,0.47257,0.88664,0.63368,0.94606,0,0.48883,0.3702,0.36127,0.29606,0.48513,0.36909,0.36154,0.28132,0.70318,1.55614,1.71593,1.14325,0,1.38198e-05,1.38198e-05,1.38198e-05
88,21233.3,0.47062,0.88359,0.61925,0.94158,0,0.45029,0.38213,0.35878,0.29524,0.44913,0.38383,0.36132,0.28035,0.70467,1.56836,1.7128,1.14498,0,1.28991e-05,1.28991e-05,1.28991e-05
89,21469.3,0.46798,0.88128,0.62387,0.94339,0,0.47701,0.3662,0.36162,0.2972,0.47398,0.36557,0.36161,0.28136,0.70419,1.57414,1.72205,1.14501,0,1.19784e-05,1.19784e-05,1.19784e-05
90,21705.2,0.47017,0.88493,0.61972,0.94116,0,0.44398,0.38556,0.36172,0.29766,0.4398,0.38422,0.36171,0.28251,0.70667,1.56061,1.71439,1.14427,0,1.10577e-05,1.10577e-05,1.10577e-05
91,21938.2,0.43709,0.81533,0.47085,0.9358,0,0.43544,0.3794,0.35443,0.28996,0.44049,0.37487,0.35563,0.27536,0.70601,1.58904,1.71685,1.14264,0,1.0137e-05,1.0137e-05,1.0137e-05
92,22168.6,0.42613,0.78533,0.42963,0.92562,0,0.46432,0.37313,0.35779,0.29233,0.47227,0.36517,0.35856,0.27847,0.70505,1.58389,1.72001,1.14236,0,9.2163e-06,9.2163e-06,9.2163e-06
93,22406.3,0.42205,0.77607,0.42372,0.92439,0,0.53031,0.3427,0.35735,0.29139,0.52487,0.34324,0.3576,0.27714,0.70587,1.59345,1.72316,1.14324,0,8.2956e-06,8.2956e-06,8.2956e-06
94,22669.9,0.41979,0.77315,0.4122,0.92577,0,0.52756,0.34915,0.35903,0.29269,0.52207,0.34915,0.3597,0.27925,0.70702,1.5954,1.73162,1.14525,0,7.3749e-06,7.3749e-06,7.3749e-06
95,22920,0.42036,0.76968,0.40696,0.92102,0,0.5177,0.35201,0.3589,0.29294,0.5156,0.35231,0.36129,0.27941,0.70752,1.59689,1.73525,1.14557,0,6.4542e-06,6.4542e-06,6.4542e-06
96,23158.1,0.41933,0.77588,0.40993,0.92307,0,0.50282,0.3517,0.35731,0.29269,0.49975,0.35534,0.35991,0.27834,0.70745,1.60134,1.73535,1.14552,0,5.5335e-06,5.5335e-06,5.5335e-06
97,23390.4,0.41931,0.76841,0.4033,0.92355,0,0.52082,0.34692,0.35704,0.29309,0.51828,0.35158,0.35945,0.2782,0.70702,1.5976,1.73124,1.14568,0,4.6128e-06,4.6128e-06,4.6128e-06
98,23632.9,0.41172,0.75594,0.39121,0.91865,0,0.50845,0.3511,0.3555,0.29163,0.50475,0.35397,0.35646,0.27671,0.70618,1.59774,1.73755,1.14528,0,3.6921e-06,3.6921e-06,3.6921e-06
99,23862.5,0.41399,0.7664,0.39752,0.91904,0,0.49673,0.35683,0.35486,0.2914,0.49557,0.35887,0.35745,0.27648,0.70548,1.60163,1.73624,1.1453,0,2.7714e-06,2.7714e-06,2.7714e-06
100,24092,0.409,0.75452,0.39117,0.91607,0,0.49994,0.35811,0.35673,0.29219,0.49038,0.36449,0.35808,0.27685,0.70578,1.60171,1.73749,1.14531,0,1.8507e-06,1.8507e-06,1.8507e-06
