epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
39,2233.03,0.73241,1.43398,2.30651,1.0999,0,0.52381,0.17709,0.16974,0.13627,0.52146,0.17614,0.16702,0.13044,0.83757,1.68492,2.58798,1.19351,0,2.30268e-05,2.30268e-05,2.30268e-05
40,2291.21,0.75006,1.46878,2.32143,1.10568,0,0.48226,0.18917,0.16947,0.13611,0.49505,0.18475,0.16661,0.12982,0.83341,1.69564,2.57317,1.19004,0,2.11854e-05,2.11854e-05,2.11854e-05
41,2342.11,0.70821,1.41522,2.43966,1.11593,0,0.49453,0.17983,0.16474,0.12944,0.56327,0.16237,0.16247,0.12307,0.82795,1.73802,2.61137,1.1883,0,1.9344e-05,1.9344e-05,1.9344e-05
42,2389.43,0.68732,1.38922,2.34312,1.1008,0,0.54647,0.17146,0.16951,0.13402,0.54208,0.16947,0.16619,0.12716,0.83065,1.71879,2.55199,1.18727,0,1.75026e-05,1.75026e-05,1.75026e-05
43,2436.69,0.67352,1.33087,2.29398,1.08708,0,0.5579,0.17642,0.17339,0.13807,0.5582,0.17576,0.1716,0.13094,0.8279,1.71233,2.5364,1.1828,0,1.56612e-05,1.56612e-05,1.56612e-05
44,2483.9,0.66876,1.33124,2.27884,1.07795,0,0.55203,0.17692,0.17458,0.14001,0.54645,0.18012,0.17273,0.1328,0.82304,1.70861,2.53142,1.17567,0,1.38198e-05,1.38198e-05,1.38198e-05
45,2531.44,0.67201,1.33114,2.27265,1.07975,0,0.54865,0.17799,0.17566,0.14119,0.5464,0.1799,0.17313,0.1338,0.82356,1.70917,2.53519,1.18141,0,1.19784e-05,1.19784e-05,1.19784e-05
46,2578.46,0.66389,1.32827,2.25182,1.07845,0,0.53431,0.18039,0.1783,0.14263,0.53471,0.17781,0.17394,0.13516,0.82171,1.68073,2.51727,1.17486,0,1.0137e-05,1.0137e-05,1.0137e-05
47,2626,0.66753,1.31888,2.22983,1.08191,0,0.53408,0.18176,0.17812,0.1435,0.53266,0.18033,0.17521,0.13631,0.81633,1.68683,2.51646,1.17192,0,8.2956e-06,8.2956e-06,8.2956e-06
48,2673.22,0.66482,1.31782,2.25328,1.076,0,0.52939,0.18251,0.17807,0.14314,0.53031,0.17985,0.17529,0.1353,0.82153,1.68903,2.5243,1.1752,0,6.4542e-06,6.4542e-06,6.4542e-06
49,2720.72,0.66739,1.31088,2.24287,1.08481,0,0.55892,0.17328,0.17818,0.14327,0.57152,0.17046,0.17552,0.13585,0.82217,1.69321,2.5205,1.17592,0,4.6128e-06,4.6128e-06,4.6128e-06
50,2767.88,0.66002,1.30483,2.22503,1.06909,0,0.55018,0.17958,0.17964,0.14504,0.55172,0.17738,0.17728,0.13726,0.82126,1.69196,2.51847,1.17764,0,2.7714e-06,2.7714e-06,2.7714e-06
